,location,hashtag,cnt,retweet_mean,retweet_max,text
4866,United Republic of Tanzania,ukraine,4,50.5,196,i received a call from ukraine foreign minister dymytrokuleba he renewed a request from president zelenskyy to address _africanunion heads of state amp his wish to develop closer ties with the au i insisted on the need for a peaceful solution to the conflict with russia
4867,Uruguay,armukrainenow,66,1392.71,12678,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
4868,Uruguay,biden,26,144.12,1876,my friend just filmed joe biden potus falling off his bike no joke just happened at rehoboth beach joebiden bidenisafailure rehobothbeach trump epicfail biden https t co cvmycewui0
4869,Uruguay,bucha,77,834.91,12523,this guy is a volunteer who helps to exhume corpses from mass graves in bucha to understand the horrors of buchamassacre you need to look at his face the emotions of this young man show it https t co cqf44k75th
4870,Uruguay,business,8,1.0,4,innovation through user feedback for weekly and monthly updates to power bi contact us https t co 6opos28lzf powerbi success businessintelligence automation microsoft azure business analytics datavisualization tech businessstrategy businessanalytics https t co 3dbrkenfaf
4871,Uruguay,china,38,144.82,1070,while some mep s talk sense about china others bow to nato who warn us of china building its military bullying it has it is neighbours but nato forgot to tell us that us spend more on military than the next 9 countries together china has not dropped a bomb on anyone in 40 years https t co ydy4wi53g5
4872,Uruguay,eu,25,694.88,2820,as of today russian belarusian trucks and logistic companies can no longer stay or operate in the eu photo from yesterday lines of russia trucks in poland as they tried to leave the country before sanctions kick in https t co 9ffboo62g3
4873,Uruguay,kharkiv,105,487.53,8253,photo of the kharkiv railway station https t co roc4bjlr3t
4874,Uruguay,kherson,56,336.61,4139,reports of civilians with flags on the streets of the occupied kherson the guts of these people standwithukraine https t co zpikv56fha
4875,Uruguay,kyiv,176,893.63,25785,putin s dream of creating a greater russia is my country s nightmare saveukraine kyiv stopputinswar standtogether freeukraine weareallukrainians standwithukraine stopthewar https t co ekw3k6bsbz
4876,Uruguay,mariupol,307,1786.34,22576,russians began using mobile crematoriums in mariupol to burn bodies of slaughtered ukrainians en masse this is a catastrophe and we will never learn the true scale of it
4877,Uruguay,nato,100,544.48,5922,talked to rterdogan about the results of the nato summit exchanged assessments of the current diplomatic efforts discussed the threat of the food crisis and ways to prevent it i am grateful to turkey for its support
4878,Uruguay,news,7,1.71,7,putin marks the beginning of the fundamental breakdown of the american world order you can all thank the syrians for killing pnac https t co xw77khugwk syria russia ukraine news politics putin usa nato eu europeanunion pnac nwo china brics iran india https t co 5ei7brjuzp
4879,Uruguay,putin,146,795.25,10922,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
4880,Uruguay,putin,146,795.25,10922,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
4881,Uruguay,russia,670,978.22,35206,in stpetersburg russia the police detained a well known survivor of the siege of leningrad yelena osipova at an anti war protest https t co qfhprwkcco
4882,Uruguay,russiaisaterroriststate,30,185.43,1753,angry about weapons supply and ukraine s robust defence from russia s invasion terrorist leader lavrov says the more ukrainians resist the more russia will go on killing civilians russiaisaterroriststate https t co rvz2w1tera
4883,Uruguay,russian,259,531.72,10219,dear twittersupport i am not russian state affiliated media i work for no russian media i have 400 000 followers i m the leader of a british political party and spent nearly 30 years in the british parliament if you do not remove this designation i will take legal action
4884,Uruguay,russianukrainianwar,21,128.95,731,the moment when ru missile hit the shopping mall in kremenchuk not the plant not the ammunition depot the shopping mall full of people russianukrainianwar russianwarcrimes armukrainenow russiaisaterroriststate https t co ffc7waptnv
4885,Uruguay,russiaukrainewar,25,67.16,323,russians wanted to take kyiv in 3 days but something went wrong russiaukrainewar https t co pfls5aqbms
4886,Uruguay,slavaukraini,37,955.65,15845,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
4887,Uruguay,standwithukraine,213,1197.81,34782,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
4888,Uruguay,stoprussia,98,753.84,15845,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
4889,Uruguay,ukraine,1917,1267.68,99468,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
4890,Uruguay,ukrainerussianwar,145,2631.36,77188,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
4891,Uruguay,ukrainerussiawar,122,112.18,2275,imagine if putin attacked any other european country ukrainerussiawar ukraineunderattack ukraineinvasion putinhitler putinswar https t co cmsnfvbyfv
4892,Uruguay,ukraineunderattack,128,2979.65,77188,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
4893,Uruguay,ukrainewar,165,40.06,2575,tv host bruno vespa exposed russian propagandist vladimir solovyev on italian tv standwithukriane ukrainewar https t co 02ib0iitbf
4894,Uruguay,ukrainian,286,393.97,7383,ukrainian mother and daughter fighting to protect their homeland from the invading russian orcs https t co d24p8omdds
4895,Uruguay,us,25,200.12,1070,while some mep s talk sense about china others bow to nato who warn us of china building its military bullying it has it is neighbours but nato forgot to tell us that us spend more on military than the next 9 countries together china has not dropped a bomb on anyone in 40 years https t co ydy4wi53g5
4896,Uruguay,usa,27,55.7,1209,2 4 usa either out of arrogance or as tactic of war does not wish its citizens to hear this kind of disturbing information because they don t respect the judgement of ordinary citizens to hear a realistic counternarrative this has led to the censorship we re experiencing https t co hqiidxr9qk
4897,Uruguay,war,24,67.0,1471,war photo of the damaged cruiser moskva in the black sea in 15 april 2022 first impressions of this shocking photo life saving equipment rescue rafts on board are missing which means they were dropped into the water during the rescue operation 1 https t co wreeqmsvta
4898,Uzbekistan,biden,4,0.5,1,putin nato da arabulucu olsun become a mediator for nato turkey he is coming to turkey soon biden potus russia europe https t co e5aqvp1tkq
4899,Uzbekistan,biden,4,0.5,1,boris has resigned next please biden senile https t co dguggp6pqo
4900,Uzbekistan,bucha,7,1149.14,5721,this is bucha the outskirt of kyiv russians were killing people with their hands tied behind their backs and left the bodies near the road i am shaking stopputinnow https t co ffzuv8d5xo
4901,Uzbekistan,business,2,0.0,0,https t co en6ivomh7l empowering the food industry asiafoodforum foodnews businessforum asia businesscongress afghanistan asiacountries business food foodforum ukraine foodindustry foodprice russia foodcommodity oil sunflower russiaukrainewar https t co hvelzkwcdc
4902,Uzbekistan,business,2,0.0,0,https t co en6ivomh7l empowering the food industry asiafoodforum foodnews asia congress businesscongress asiacountries business food foodforum ukraine foodindustry foodprice russia invandes foodcommodity oil sunflower russiaukrainewar wheat https t co aa3yvtsmeg
4903,Uzbekistan,china,3,12.67,37,in my latest article on china s communication on ukrainewar i demonstrate how it has carried pro russia leaning rooted in long standing propaganda patterns i further analyze mixed implications of this partial alignment for party s legitimacy https t co b6cg1jxghc 1 8
4904,Uzbekistan,eu,3,103.0,308,the eu completely closes the airspace for russia european commission president ursula von der leyen russianaggression ukrainerussiawar ukraineunderattack https t co bm8ub7tnd3
4905,Uzbekistan,kharkiv,4,490.5,991,president zelenskyyua addressed ukrainian soldiers who reached yesterday the border with putinstan in kharkiv oblast amp published a video guys in the name of the whole country i thank each and everyone if you standwithukraine stopputinnow https t co 6eftcri9p1
4906,Uzbekistan,kherson,3,223.33,424,russia invaders of ukraine are torturing and killing abducted local leader in kherson oblast with terror methods sharply escalating viktor_maruniak freemaruniak letmypeoplego putinwarcrimes standwithukraine https t co gxo7ekjvtd https t co cmuauxepaz
4907,Uzbekistan,kyiv,11,1015.45,5721,this is bucha the outskirt of kyiv russians were killing people with their hands tied behind their backs and left the bodies near the road i am shaking stopputinnow https t co ffzuv8d5xo
4908,Uzbekistan,mariupol,15,804.73,4387,mariupol thread from my sources on the ground most parts of the city are under russianinvaders control except the western part residents who remain there try to not leave their shelters as the russians open fire on moving targets the bomb shelters are full
4909,Uzbekistan,nato,7,147.29,712,23 years ago nato bombed the chinese embassy in yugoslavia killing 3 and wounding 20 such tragedy shall never be forgotten and will never be allowed to repeat https t co eqzsgammji
4910,Uzbekistan,news,5,1.0,1,news the delegation of ibisrc visites turkey https t co 2ztdtxivvy ______ important agreement on cooperation is achieved https t co qpf2zuwokt ______ scientists of the center at a large international conference in abroad https t co piwb2tnsc4 https t co ju01vht7zi https t co t2vfavnvu5
4911,Uzbekistan,news,5,1.0,1,news the second couple of the winners have arrived more https t co k98hlmhxpr ______ the effectiveness of cooperation will be increased more https t co asrff9vjrb share with your friends https t co dovaccnlsa telegram https t co donvfbl3qk https t co goi2gglwdh
4912,Uzbekistan,news,5,1.0,1,news the director of the center received scholarship winners more https t co uh5e4n8ojs ______ doctor hamza bakri visited ibisrc more https t co wqdyexlxpt share with your friends https t co spnsfxqyoa https t co rsqctxvclm
4913,Uzbekistan,news,5,1.0,1,news winners of the scholarship of imam bukhari have held a presentation of their scientific works more https t co 74mypham6f ______ a phd student at the oxford center for islamic studies came center more https t co skl2nignxv share https t co rv5fusheme https t co 5679vehugj
4914,Uzbekistan,news,5,1.0,1,news international scholarship winners visited bukhara more https t co dhkczjqn9f ______ the popularity of muhammad posro s library was mentioned in the next online seminar more https t co 2lpsukctyo share with your friends https t co dovaccnlsa https t co tvygkkem5g
4915,Uzbekistan,putin,15,20.2,198,breaking kyiv bombarded with missiles kyiv putin russia ukraine russianinvasion https t co agocdyad0i
4916,Uzbekistan,russia,122,165.91,5536,budapest 1994 the united states great britain and russia sign a document in which they guarantee the territorial integrity of ukraine in exchange for its renunciation of nuclear weapons https t co 8gbcrjhlrf
4917,Uzbekistan,russiaisaterroriststate,3,3112.0,9326,mall in kremenchuk poltava region more than 1000 people were inside this monday russian rockets hit it now there are more than one hundred dead and few hundred injured these numbers are unimaginable russiaisaterroriststate https t co yf5lhop2f1
4918,Uzbekistan,russian,53,250.25,1817,russian senator lyudmila narusova acknowledged huge losses of the russian army yesterday the conscripts who were forced to sign a contract or signed for them were withdrawn from the war zone in ukraine but from a company of a hundred men only four were left alive https t co 2tlj1u7vrk
4919,Uzbekistan,russianukrainianwar,9,22.11,189,after 2 days of hitchhiking through the russianukrainianwar zone we finally made it mticlarke and i are the first western journalists to enter the dpr and russian controlled parts of mariupol our important reports coming soon https t co e1hinnh1ue
4920,Uzbekistan,russiaukrainewar,6,0.0,0,basurin the issue of the liberation of mariupol will be resolved through negotiations in order to avoid great casualties according to him ukrainian troops have mined most of the city they are holding residents hostage the operation there will be difficult russiaukrainewar https t co 4cmpbmjq1r
4921,Uzbekistan,russiaukrainewar,6,0.0,0,https t co en6ivomh7l empowering the food industry asiafoodforum foodnews businessforum asia businesscongress afghanistan asiacountries business food foodforum ukraine foodindustry foodprice russia foodcommodity oil sunflower russiaukrainewar https t co hvelzkwcdc
4922,Uzbekistan,russiaukrainewar,6,0.0,0,https t co en6ivomh7l empowering the food industry asiafoodforum foodnews asia congress businesscongress asiacountries business food foodforum ukraine foodindustry foodprice russia invandes foodcommodity oil sunflower russiaukrainewar wheat https t co aa3yvtsmeg
4923,Uzbekistan,russiaukrainewar,6,0.0,0,travelgoc travelgoc can i reapply to study permit because current situation is not good due to russiaukrainewar doesn t it affect my study plans thank you
4924,Uzbekistan,russiaukrainewar,6,0.0,0,the application tests psychology said that congratulations elonmusk is your twin brother elonmusk russiaukrainewar crimea https t co rmegux5n3j
4925,Uzbekistan,russiaukrainewar,6,0.0,0,a citizen of uzbekistan received a summons from the military commission despite not having russian citizenship or a residence permit in the country https t co uqyid7rjrm ukrainerussiawar russiaukrainewar russianmobilization russianarmy https t co qpnaea5q5l
4926,Uzbekistan,slavaukraini,2,770.5,1392,this is for the ones who stood their ground odessa ukraine slavaukraini https t co n9it2eoeh7
4927,Uzbekistan,standwithukraine,18,1087.72,6331,a father reads prayers over the body of his 13 years old son killed today by russia in kharkiv stoprussia standwithukraine https t co zcwdr8xrmm
4928,Uzbekistan,stoprussia,5,1408.2,6331,a father reads prayers over the body of his 13 years old son killed today by russia in kharkiv stoprussia standwithukraine https t co zcwdr8xrmm
4929,Uzbekistan,ukraine,189,1815.08,81202,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
4930,Uzbekistan,ukrainerussianwar,7,107.43,408,we are now entering the most dangerous phase of the ukrainerussianwar russia can t financially or logistically sustain another 9 days like the last 9 days and putin can t survive being humiliated or being seen as backing down
4931,Uzbekistan,ukrainerussiawar,14,103.71,1393,ukrainian heroism ukrainerussiawar ukrainewar ukraineunderattak https t co t6o2rjddg6
4932,Uzbekistan,ukraineunderattack,1,1.0,1,https t co qhp68owfwr naming one of the streets in chuguev ukraine after sardor khakimov is suggested by the folk at the time of the shelling sardor was in the basement as usual where he was making pilaf to share with the war victims ukrainerussianwar ukraineunderattack https t co 5jcumzdse6
4933,Uzbekistan,ukrainewar,15,250.33,1393,ukrainian heroism ukrainerussiawar ukrainewar ukraineunderattak https t co t6o2rjddg6
4934,Uzbekistan,ukrainian,16,407.81,2110,russiansoldiers shot an old ukrainian couple who were driving home mfa_russia mod_russia kremlinrussia soon you shall you will be rubbing shoulders with adolf hitler in hell take a bullet to your deranged heads degenerates ukraine ukrainerussiawar ukraineinvasion https t co mzwxoazd6c
4935,Uzbekistan,us,2,101.5,203,every time the washington states there will be no us boots on the ground in ukraine it is not stabilizing the situation it is encouraging putin to more aggressively attack ukraine regardless of washingon s intentions this rhetoric is counterproductive
4936,Uzbekistan,usa,3,0.33,1,what has what is not a big canyon central asia silk road tajikistan nature peek mountains travel handmade roadtrip dushanbe photography motivation park china design usa naturephotography hiking centralpark california photooftheday adventure australia art https t co ciomvnh6ev
4937,Uzbekistan,war,10,4066.5,40655,more than 300 russian scientists and scientific journalists have signed an open letter against the war in ukraine for me it is of particular significance because i am one of the signatories please retweet and tell everyone we do not support war https t co cqnxfommmx
4938,Vanuatu,biden,1,0.0,0,reutersgmf reuters how many vaccines has biden had now 4 shots total maybe the 5th will do the trick
4939,Vanuatu,bucha,3,2319.0,4190,a solitary protest called bucha moscow took place in moscow https t co 9lp0owwyh9
4940,Vanuatu,china,4,840.25,2730,we standwithukraine by sending 27 tons of medical supplies while china sides with russia in an unlimited alliance taiwan is with freedom amp democracy fighting the expansion of authoritarianism i have faith democracy will prevail jw https t co ujzr0xsn1z
4941,Vanuatu,eu,5,417.2,1837,since 2014 eu has spent over 15 billion euro on ukraine s reform process but only last september the eu court of auditors found ukraine to be the most corrupt country in europe now zelensky has banned 9 opposition parties most opposition media is ukraine a democracy https t co 2yphftmgcc
4942,Vanuatu,kyiv,2,3662.5,3896,children in kyiv region villages liberated by ukrainian army if you do not leave our land I shall I will shoot you all boys have vivid memories about russianinvasion you cannot watch it without tears standwithukraine stopwar stoprussia https t co armiplgort
4943,Vanuatu,mariupol,2,136.5,271,our thoughts are with mariupol the city in ukraine that remains under the siege and constant shelling where hundred of thousands of families with children are struggling to survive amid lack of food electricity basic hygiene and medical supplies savemariupol https t co iuy05f9gpq
4944,Vanuatu,nato,10,275.3,1689,to reach nato strategic concept what is the cost https t co u1lrybahoe
4945,Vanuatu,putin,6,306.17,1740,russian president vladimir putin is the most dangerous man in the world at the moment 1 because he is telling some basic truths about the global elite and 2 he has the spine and the capacity do do something about it https t co ldsomfkfvu
4946,Vanuatu,russia,25,490.12,3042,16 y o karina raped by russia soldiers and shot in the head her mother s search for her ended as her tortured body was found in bucha https t co sdns3twohg
4947,Vanuatu,russian,5,335.0,1641,olga semydyanova a mother of 6 children was killed in a battle against russian bastards she expressed a desire to defend the country to the end even when she knew that their battalion might not survive she is a hero of ukraine she is my hero https t co i3tl6h1bvr
4948,Vanuatu,russiaukrainewar,2,19.0,37,the picture says it all about russiaukrainewar ukraine ukraineunderattack ukrainerussiawar ukrainianswillresist https t co hc4id9kipu
4949,Vanuatu,slavaukraini,1,6.0,6,putin anonymous will not stop until every russian soldier is out of ukraine slavaukraini https t co ghws00gmb0
4950,Vanuatu,standwithukraine,3,2711.33,5404,a father reads prayers over the body of his 13 years old son killed today by russia in kharkiv stoprussia standwithukraine https t co zcwdr8xrmm
4951,Vanuatu,stoprussia,2,3558.0,5404,a father reads prayers over the body of his 13 years old son killed today by russia in kharkiv stoprussia standwithukraine https t co zcwdr8xrmm
4952,Vanuatu,ukraine,44,313.07,3429,ukraine we managed to identify this bizarre container captured today by the ua forces near kyiv it is likely to be the command post of one of the most potent russian ew system 1rl257 krasukha 4 used to suppress awacs radars amp radar reconnaissance satellites https t co 1vvkjgom2p
4953,Vanuatu,ukrainerussianwar,1,0.0,0,warcriminal russian propaganda with english subtitles ukraine ukrainerussianwar warcrime https t co qljsbe4tvv
4954,Vanuatu,ukrainerussiawar,3,298.33,520,just were getting water occupiers hit crowd of people in lysychansk with uragans 8 dead 21 wounded including 2 children ukrainerussiawar https t co ip0elqsxlo
4955,Vanuatu,ukraineunderattack,1,37.0,37,the picture says it all about russiaukrainewar ukraine ukraineunderattack ukrainerussiawar ukrainianswillresist https t co hc4id9kipu
4956,Vanuatu,ukrainewar,1,986.0,986,ukrainewar that face you make when you just found your first abandoned russian army vehicle and you do not have to declare it on tax form https t co vdslmcv7pr
4957,Vanuatu,ukrainian,1,3896.0,3896,children in kyiv region villages liberated by ukrainian army if you do not leave our land I shall I will shoot you all boys have vivid memories about russianinvasion you cannot watch it without tears standwithukraine stopwar stoprussia https t co armiplgort
4958,Vanuatu,us,12,239.5,2078,at my meeting with the us delegation led by adm mullen i reiterated taiwan s commitment to democracy amp support for ukraine russia s invasion reminds us that taiwan must work with the us amp other partners to defend our shared values amp uphold peace https t co taef8zd8mk
4959,Venezuela,armukrainenow,350,1174.17,12759,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
4960,Venezuela,biden,343,86.97,2412,elon musk just offered to buy the biden family but china refused to sell elonmusk biden
4961,Venezuela,bucha,467,1834.75,13602,remember the dog in bucha who lost his owner good news he found him this dog sounds human dogsofukraine standwithukraine armukrainenow https t co wjprubxkzd
4962,Venezuela,business,19,0.89,3,they should group the problems in business against the algorithms and make an infographic so if they would be doing something useful ai ml dl business research https t co d46wcts0ej
4963,Venezuela,business,19,0.89,3,hello everyone im opening emergency commissions i need money for an important trip and also to take care of my cat that is sick with parasites and i do not have the money for the medicines commission emergencycommission art chibi anime portraits fanarts business drawing https t co niq6wsf6pg
4964,Venezuela,china,325,172.83,3382,we standwithukraine by sending 27 tons of medical supplies while china sides with russia in an unlimited alliance taiwan is with freedom amp democracy fighting the expansion of authoritarianism i have faith democracy will prevail jw https t co ujzr0xsn1z
4965,Venezuela,eu,300,885.92,35291,yesterday canada s prime minister justintrudeau visited the eu parliament to give a speech i took the opportunity to give him an appropriate welcome there short concise and right hitting the bull s eye id https t co qpcqygtixq
4966,Venezuela,kharkiv,872,442.86,6977,photo of the kharkiv railway station https t co roc4bjlr3t
4967,Venezuela,kherson,546,467.03,8967,not what i imagined liberation to look like kherson https t co pslcoodizj
4968,Venezuela,kyiv,1310,1537.96,35794,six language coverage from kyiv with ap_gms in this order english luxembourgish spanish portuguese french and german https t co kyeg0accot
4969,Venezuela,kyiv,1310,1537.96,35794,six language coverage from kyiv with ap_gms in this order english luxembourgish spanish portuguese french and german https t co kyeg0accot
4970,Venezuela,mariupol,2297,2353.26,25144,russians began using mobile crematoriums in mariupol to burn bodies of slaughtered ukrainians en masse this is a catastrophe and we will never learn the true scale of it
4971,Venezuela,nato,1591,649.38,7884,sweden and finland s prime ministers have just held a joint press conference outlining plans to join nato expected to move first pm marin says she will not give a timetable but it will happen quite fast within weeks not within months we will have the discussion https t co hueknkdvud
4972,Venezuela,news,173,72.81,1476,dagestan is the leader in the number of losses during special operations in ukraine putin wants to destroy youth in dagestan in order to give it to chechnya map of the liberation of nationalities in russia dagestan can become free and independent from russia war news https t co jhz09dvlqw
4973,Venezuela,putin,1591,561.33,9997,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
4974,Venezuela,russia,5820,1001.15,48600,in stpetersburg russia the police detained a well known survivor of the siege of leningrad yelena osipova at an anti war protest https t co qfhprwkcco
4975,Venezuela,russiaisaterroriststate,101,916.62,12025,blood covered stroller with a child inside after a russian missile strike in the center of vinnytsia russiaisaterroriststate https t co 1ebiy01nzl
4976,Venezuela,russian,1989,760.42,61115,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
4977,Venezuela,russianukrainianwar,77,167.88,1936,a woman sits and silently cries near the kyiv house that got destroyed tonight her dog and cats next to her her name is iryna she fled from severodonetsk russianukrainianwar russianwarcrimes standwithukraine armukrainenow https t co o1kaesjzyh
4978,Venezuela,russiaukrainewar,173,212.75,7896,ukrainians are not backing down this is the mayor of kyiv vitali klitschko russiaukrainewar https t co tm2y1j0emj
4979,Venezuela,slavaukraini,179,3809.87,25940,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
4980,Venezuela,standwithukraine,1177,2481.5,33797,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
4981,Venezuela,stoprussia,380,2026.93,25940,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
4982,Venezuela,ukraine,14155,1043.68,104468,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
4983,Venezuela,ukrainerussianwar,202,5629.86,76428,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
4984,Venezuela,ukrainerussiawar,729,277.77,7354,no one wins war stand against it ukraine ukrainerussiawar mint your favourite peace nightingale https t co lvfzwzract
4985,Venezuela,ukraineunderattack,246,4679.6,76428,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
4986,Venezuela,ukrainewar,339,330.86,6721,ukraine osint ukrainerussiawar ukrainewar war criminals identified identification data of scouts of the russian 64th motorized rifle brigade https t co pvozhpkxta we ask you to share this information as much as possible https t co w7hu5yitgq
4987,Venezuela,ukrainian,1071,861.06,12892,among 86 ukrainian captives released today in exchange for ru soldiers there were 15 women russians shaved our beautiful women baldly specifically to humiliate them never you will humiliate ukraine never will you humiliate any ua woman they are the bravest in the world https t co nzsihmw4qk
4988,Venezuela,us,451,456.75,6666,a pleasure to meet with speakerpelosi amp recognise her longstanding support for taiwan your visit not only reflects strong us congressional support for bilateral ties it also sends a message to the world that democracies stand together in the face of common challenges https t co qu0qud3106
4989,Venezuela,usa,476,17.12,1153,from the makers of world conflicts we present the comedian picoftheday ukraine usa russia iraq syria afghanistan https t co dyf3dl6lvt
4990,Venezuela,war,207,1451.96,39918,more than 300 russian scientists and scientific journalists have signed an open letter against the war in ukraine for me it is of particular significance because i am one of the signatories please retweet and tell everyone we do not support war https t co cqnxfommmx
4991,Venezuela,war,207,1451.96,39918,more than 300 russian scientists and scientific journalists have signed an open letter against the war in ukraine for me it is of particular significance because i am one of the signatories please retweet and tell everyone we do not support war https t co cqnxfommmx
4992,Vietnam,armukrainenow,206,102.29,10136,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
4993,Vietnam,biden,32,157.81,1354,watch biden in 2002 as he mocks us marine scott ritter calling him scotty boy and grinning as he repeats it s above your pay grade kthalps aaronjmate see the full interview https t co o9ekokpuxx https t co pykemkqtja
4994,Vietnam,bucha,50,912.46,11699,this guy is a volunteer who helps to exhume corpses from mass graves in bucha to understand the horrors of buchamassacre you need to look at his face the emotions of this young man show it https t co cqf44k75th
4995,Vietnam,business,55,0.13,1,what makes a business successfully compete with the best in the industry how does a new company overcome the various hurdles with business management business industry management success planning compete https t co yj5r03tpt2
4996,Vietnam,business,55,0.13,1,opening a hospitality business in vietnam is not that a bit risky if you are concerned about this idea maybe listening to an expert in this field may help you out with your wondering stay tuned homestay guesthouse business bnb tourism hotel restaurant hostel https t co jmlytft5uo
4997,Vietnam,business,55,0.13,1,american business community very optimistic about us vietnam economic ties virginia b foote usvtc us vietnam trade council vietnam business investment us https t co u45qwufhsj via https t co txkkri1gt2 https t co veex7jnwd4
4998,Vietnam,business,55,0.13,1,website development for ecommerce business a step by step guide https t co vtpvozbolx webdevelopment ecommerce onlinebusiness business https t co fkwt8u0whp
4999,Vietnam,business,55,0.13,1,electronic guide for european smes in trading with vietnam this electronic guide serves to provide european smes interested in trading with vietnam alongside other interested stakeholders a first point of call sme business eu eurocham trading stakeholder
5000,Vietnam,business,55,0.13,1,startup business growth challenges opportunities critical questions 1 how do you grow your customer base 2 how do you increase your revenue 3 how do you maximize your profit 4 how do you future proof your growth 5 how do win in the marketplace
5001,Vietnam,business,55,0.13,1,vietnam egypt eye 1 billion usd in bilateral trade ambassador vietnam business investment egypt https t co 9c6idnsvoj southeastasia via https t co txkkri1gt2 https t co mm9n5otrpr
5002,Vietnam,china,106,66.32,742,china s military deployed type 63a light amphibious tanks at xiamen city beaches fujian province which are only a few km away from the taiwanese island of kinmen with calm waters the tanks can probably swim straight to kinmen taiwanchina taiwan https t co ynikrei0ku
5003,Vietnam,eu,31,291.9,2661,it has it is reported more people died in yemen in last week than in ukraine does that matter to those in eu who say they care about the victims of war we are 100 right to care for victims of war in ukraine does western complicity in yemen deaths rule out compassion for them https t co n10o0ccxut
5004,Vietnam,kharkiv,129,269.77,1859,for me this photo defines russia s aggression against ukraine olena is the school teacher from kharkiv who was wounded in the eye by shrapnel back in february recovered after operations in poland she is back to teaching again unparalleled strength of women https t co w3ij2c2we9
5005,Vietnam,kherson,70,264.86,1191,terrible terrible reports about russian atrocities in the occupied kherson oblast rape killings terror people live in fear and pain waiting for their motherland to fight for them we can t leave them behind standwithukraine armukrainenow https t co xtd0g06ib0
5006,Vietnam,kyiv,149,1306.65,36538,six language coverage from kyiv with ap_gms in this order english luxembourgish spanish portuguese french and german https t co kyeg0accot
5007,Vietnam,mariupol,232,765.44,16392,the real cause of the death of lithuanian director mantas kvedaravičius in mariupol has been announced he was taken prisoner by russians and later was shot in his head and his chest the occupiers threw his body out into the street ombudsman denisova reported today https t co h9mtiztc9j
5008,Vietnam,nato,121,348.63,3682,sweden and finland s prime ministers have just held a joint press conference outlining plans to join nato expected to move first pm marin says she will not give a timetable but it will happen quite fast within weeks not within months we will have the discussion https t co hueknkdvud
5009,Vietnam,news,81,0.1,2,declaration of the ministry of foreign affairs of the republic of cuba one limited step in the right direction https t co yw4ev0xmjo mofavietnam pressdept_mofa nhandanonline vngovtportal baotintuc_ttxvn vnaespanol vietnamenglish vietnam news https t co od6vjzwd0a
5010,Vietnam,news,81,0.1,2,recently there is a new update on data protection policy in the uk data reform bill in which the country is moving away from gdpr the regulation of european union let us see how the uk government said about this change https t co fusabkh6xa news dataprotection gdpr
5011,Vietnam,putin,202,229.84,9027,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
5012,Vietnam,russia,671,532.31,31904,in stpetersburg russia the police detained a well known survivor of the siege of leningrad yelena osipova at an anti war protest https t co qfhprwkcco
5013,Vietnam,russiaisaterroriststate,15,219.2,1892,if the terror of the russian federation remains unpunished you will see its repetition all over the world president zelenskyi russiaisaterroriststate https t co 2qabr6pabc
